establecimiento,razon_social,productos
PEREZ MAGDALENA Y DANIEL,CHACRA 170,PERA
QUANTUM S.R.L.,CHACRA A-366,NUECES
QUANTUM S.R.L.,CHACRA A-366,NUEZ SECA PELADA
QUANTUM S.R.L.,CHACRA A-366,NUEZ SECA CON CASCARA
"RETAMAL FERNANDEZ, JOSE E.",LA CHILA,MANZANA
"RETAMAL FERNANDEZ, JOSE E.",LA CHILA,PERA
RIBEREÑA DE RIO NEGRO S.A.,LA RIBEREÑA (I Y II),MANZANA
RIBEREÑA DE RIO NEGRO S.A.,LA RIBEREÑA (I Y II),PERA
SAN JOSE S.A.,DOÑA FELICITA,MANZANAS
SAN JOSE S.A.,DOÑA FELICITA,PERAS
SAN JOSE S.A.,SAN JOSE,MANZANAS
SAN JOSE S.A.,SAN JOSE,PERAS
SANCHEZ JOSE LUIS ,LOS PICANTES,PERA
SANCHEZ JOSE LUIS ,LOS PICANTES,MANZANA
SANCHEZ JOSE LUIS ,LOS PICANTES,CEREZA
SANCHEZ PEDRO Y OMAR SH ,SANCHEZ PEDRO Y OMAR SH,MANZANA
SANCHEZ PEDRO Y OMAR SH ,SANCHEZ PEDRO Y OMAR SH,PERA
"SANCHEZ, HUGO OSVALDO",CHACRA 229,MANZANA
"SANCHEZ, HUGO OSVALDO",CHACRA 229,PERA
"SANCHEZ, HUGO OSVALDO",LA MAGNOLIA,MANZANA
"SANCHEZ, HUGO OSVALDO",LA MAGNOLIA,PERA
SARALEGUY SANDRO SERGIO,COSTA SUR ,MANZANAS
SARALEGUY SANDRO SERGIO,COSTA SUR ,PERAS
SARALEGUY SANDRO SERGIO,SARA,MANZANAS
SARALEGUY SANDRO SERGIO,SARA,PERAS
SCHOLZ MARIA CECILIA SCHOLZ BETTINA SH,VALLE 2,MANZANA
SCHOLZ MARIA CECILIA SCHOLZ BETTINA SH,VALLE 2,PERA
SKUBIC MIGUEL GREGORIO ,AUSTRALIS VINAGRAD,UVAS
"URRUTIA, DARIO GABRIEL",6 DE OCTUBRE,MANZANA
"URRUTIA, DARIO GABRIEL",6 DE OCTUBRE,PERA
"URRUTIA, DARIO GABRIEL",6 DE OCTUBRE,DURAZNO
"URRUTIA, DARIO GABRIEL",CHACRA 197,MANZANZA
"URRUTIA, DARIO GABRIEL",CHACRA 197,PERA
"URRUTIA, DARIO GABRIEL",CHACRA 197,DURAZNO
"URRUTIA, DARIO GABRIEL",CHACRA 197,CIRUELA
VALTIERRA S.A.,DON GILBERTO,PERAS
VILLARRAZA HORACIO,CHACRA N° 270,MANZANA
VILLARRAZA HORACIO,CHACRA N° 270,PERA
VILLARRAZA HORACIO,CHACRA N° 304,MANZANA
VILLARRAZA HORACIO,CHACRA N° 304,PERA
VIZZOTTO RICARDO,VIZZOTTO RICARDO,MANZANA
VIZZOTTO RICARDO,VIZZOTTO RICARDO,PERA
"VIZZOTTO, ALBERTO",VIZZOTTO ALBERTO,MANZANA
"VIZZOTTO, ALBERTO",VIZZOTTO ALBERTO,PERA
AGUARA SA.,LAS MARAVILLAS,CHIA (SALVIA HISPANICA L)
AGUARA SA.,LAS MARAVILLAS,SOJA
AGUARA SA.,LAS MARAVILLAS,POROTO
ALQUIMIA ARGENTINA SH,LA ARMONIA,CEREALES
ALQUIMIA ARGENTINA SH,LA ARMONIA,OLEAGINOSAS
ALQUIMIA ARGENTINA SH,LA ARMONIA,LEGUMINOSAS
ALTURA MAXIMA S.A.,RIO BLANCO,AROMATICAS
ALTURA MAXIMA S.A.,RIO BLANCO,PASTOS NATURALES E IMPLANTADOS
ALVAREZ EDUARDO MARTIN,ESTANCIA PELICANO,SESAMO
ALVAREZ EDUARDO MARTIN,ESTANCIA PELICANO,CHIA (SALVIA HISPANICA L)
"COOPERATIVA DE PROVISION DE SERVICIOS PARA PRODUCTORES RURALES ""LA ESCONDIDA LTDA"".",FINCA IBAÑEZ,CHIA (SALVIA HISPANICA L.)
ECO AGROPECUARIA SA,SANTA MAGDALENA II,SESAMO
ECO AGROPECUARIA SA,SANTA MAGDALENA II,CHIA
EMAISA S.A.,FINCA SAN CARLOS,CAÑA DE AZUCAR
EMAISA S.A.,FINCA SAN CARLOS,INCULTO
EMAISA S.A.,FINCA SAN CARLOS,MONTE
ESTANCIA PAMPA GRANDE S.A.A Y C,PAMPA GRANDE,BOVINOS
ESTANCIA PAMPA GRANDE S.A.A Y C,PAMPA GRANDE,NUECES
HESS FAMILY LATIN AMERICA S.A.,FINCA EL ARENAL,CAMPO INCULTO
IMPORTADORA DEL CARMEN S.A.,EL TRAMPEADERO,INCULTO
IMPORTADORA DEL CARMEN S.A.,FINCA SANTA MARIA,CHIA (SALVIA HISPANICA L.)
MERCADO DANIEL OSVALDO,FINCA QUISCALORO,CHIA (SALVIA HISPANICA L)
MERCADO DANIEL OSVALDO,FINCA QUISCALORO,POROTO
MERCADO DANIEL OSVALDO,FINCA QUISCALORO,CAPUERA
PALMIRA S.A.,FINCA CALVIMONTE,ALFALFA
PEÑAVID SA,EL TRANSITO,VID
STUTZ RICARDO OSVALDO,LA CHIMPEÑA,VID
TERMINAL DE CARGAS AEREAS SA,LA HERCILIA,CHIA
TERMINAL DE CARGAS AEREAS SA,MIRAFLORES,CHIA
TERMINAL DE CARGAS AEREAS SA,RAMADITA,CHIA
ALVIPA SRL,DOÑA MARIA,VID
ALVIPA SRL,LOS ALBERTOS,VID
BIO AGRICULTORES S.A.,ESTANCIA EL LEONCITO,AJO
BIO AGRICULTORES S.A.,ESTANCIA EL LEONCITO,CAMPO NATURAL
BIO AGRICULTORES S.A.,ESTANCIA EL LEONCITO,ZAPALLO
CASSAB AHUN S.R.L,FINCA LA PLATA,UVA DE MESA
CASSAB AHUN S.R.L,FINCA LA PLATA,INCULTO
CASSAB AHUN S.R.L,FINCA LA PLATA,PASAS DE UVA
CASSAB AHUN S.R.L,FINCA DON ABRAHAM,UVA DE MESA
CASSAB AHUN S.R.L,FINCA DON ABRAHAM,PASAS DE UVA
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,MOSTAZA
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,MEMBRILLO
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,ZAPALLO
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,MENTA
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,SALVIA
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,MELISA
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,AJENJO
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,CIBOULETTE
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,CEDRON
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,ROMERO
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,AZAFRAN
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,AJI
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,OREGANO
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,LAVANDA
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,NOGAL
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,MATICO
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,ESTRAGON
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,TOMATE
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,ALFALFA
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,MONTE
DE MI CAMPO S.A.,FINCA EL ENCUENTRO,INCULTO
DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,25 DE MAYO,VID
DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,25 DE MAYO,OLIVOS
DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,DON DANIEL,VID
FABRIL ALTO VERDE S.A.,"FINCA ""LA URPILA""",VID
FABRIL ALTO VERDE S.A.,"FINCA ""CEPAS""",VID
FABRIL ALTO VERDE S.A.,"FINCA ""CEPAS""",MELON
"GARCIA, ANTONIO",FINCA ANTONIO GARCIA,AJO
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,UVA
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,VID
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,ACEITUNAS
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,MANZANA
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,PERA
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,ALMENDRAS
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,NUEZ
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,CIRUELA
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,DURAZNO
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,DAMASCO
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,HIGOS
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,POMELO
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,LIMON
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,MANDARINA
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,NARANJA
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,LIMA
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,ACELGA
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,INCULTO
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,MEMBRILLO
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,CEREZA
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,AVELLANAS
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,BROCOLI
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,ESPINACA
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,LECHUGA
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,REMOLACHA
GOMEZ PEDRO VICENTE,GRANJA TIA NORA,MONTE
GRUPO PEÑAFLOR SA ,LA PORTEÑA,VID
ICEBERG AGRICOLA S.A.,CULTIVOS ANDINOS,ZAPALLO
ICEBERG AGRICOLA S.A.,CULTIVOS ANDINOS,ESPARRAGOS
ICEBERG AGRICOLA S.A.,BORGOGNO LEONARDO,ESPARRAGOS
ICEBERG AGRICOLA S.A.,SANTOS ROBERTO,ESPARRAGOS
ICEBERG AGRICOLA S.A.,SANTOS ROBERTO,BROCOLI
ICEBERG AGRICOLA S.A.,SANTOS ROBERTO,REPOLLO
ICEBERG AGRICOLA S.A.,LENCINAS RAUL,ESPARRAGOS
ICEBERG AGRICOLA S.A.,LENCINAS RAUL,BROCOLI
ICEBERG AGRICOLA S.A.,LENCINAS RAUL,REPOLLO
ICEBERG AGRICOLA S.A.,GIOJA JUAN CARLOS,ESPARRAGOS
ICEBERG AGRICOLA S.A.,GIOJA JUAN CARLOS,ALCAUCIL
ICEBERG AGRICOLA S.A.,DE VITA JUAN JESUS,ESPARRAGOS
ICEBERG AGRICOLA S.A.,BLANES SILVANA ELIZABETH,ESPARRAGOS
ICEBERG AGRICOLA S.A.,BLANES SILVANA ELIZABETH,INCULTO
"LEIVA FERRER, ANTONIO ESTEBAN",LA PUNTILLA,VID
"MAS, MIGUEL (HUERTA ANAHATA)",HUERTA ORGANICA ANAHATA,VID
"MAS, MIGUEL (HUERTA ANAHATA)",HUERTA ORGANICA ANAHATA,DURAZNO
"MAS, MIGUEL (HUERTA ANAHATA)",HUERTA ORGANICA ANAHATA,TOMATE PERITA
PEÑAVID SA,FINCA SAN MARTIN,VID
VONO SA,FINCA 9 DE JULIO,VID
BORGHI MARIA LILIANA ,"EL CUADRO, EL REMANSO, EL VERGEL, EL ALTO (EX SANTA MARIA)",PASTURA NATURAL
FLORIN RAIMUNDO CARLOS,PIEDRA DEL AGUA,VACAS
FLORIN RAIMUNDO CARLOS,PIEDRA DEL AGUA,TERNERAS
FLORIN RAIMUNDO CARLOS,PIEDRA DEL AGUA,TERNEROS
FLORIN RAIMUNDO CARLOS,PIEDRA DEL AGUA,TOROS
FLORIN RAIMUNDO CARLOS,PIEDRA DEL AGUA,VAQUILLONAS
JEWTUSZYK MIRTHA EDITH,BAUERHAUS,ZAPALLO
JEWTUSZYK MIRTHA EDITH,BAUERHAUS,FRAMBUESA
JEWTUSZYK MIRTHA EDITH,BAUERHAUS,MONTE
JEWTUSZYK MIRTHA EDITH,BAUERHAUS,AJO
JEWTUSZYK MIRTHA EDITH,BAUERHAUS,CEBOLLA
JEWTUSZYK MIRTHA EDITH,BAUERHAUS,INCULTO
SASSOLI ALBERTO ANDRES ,LA ESCONDIDA,SIN PROD.
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA CONDOR,GANADERIA OVINA (CARNE
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA CONDOR,LANA)
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA CORONEL,GANADERIA BOVINA
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA CORONEL,GANADERIA OVINA (CARNE
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA CORONEL,LANA)
ESTANCIA KILLIK AIKE NORTE S.A.,ESTANCIA KILLIK AIKE NORTE,GANADERIA OVINA (CARNE
ESTANCIA KILLIK AIKE NORTE S.A.,ESTANCIA KILLIK AIKE NORTE,LANA)
FUHRMANN S.A,SARAI,OVEJAS
FUHRMANN S.A,SARAI,BORREGAS
FUHRMANN S.A,SARAI,BORREGOS
FUHRMANN S.A,SARAI,CAPONES
FUHRMANN S.A,SARAI,CARNEROS
EL ROBLE EMPRENDIMIENTOS S.A.,CASA GRANDE,TRIGO
EL ROBLE EMPRENDIMIENTOS S.A.,CASA GRANDE,SORGO
FRANK CARLOS WALTER,CARLOS WALTER FRANK,MIEL
HOISL MARCELO,DON VICENTE,MIEL
KUMAGRO S.A.,LA CATALINA,TRIGO
KUMAGRO S.A.,LA CATALINA,SOJA
LOPEZ GRACIELA M. ,DULCES DEL JARDIN,FRUTICULTURA
LOPEZ GRACIELA M. ,DULCES DEL JARDIN,HORTICULTURA
LOPEZ GRACIELA M. ,DULCES DEL JARDIN,AROMATICAS
LOPEZ GRACIELA M. ,DULCES DEL JARDIN,MEDICINALES; DULCES
MARIA GABRIELA NARDONI,PENASH,MIEL
MARIA GABRIELA NARDONI,PENASH,SUBPRODUCTOS DE LA COLMENA
MARIO A. WINGEYER,ISLA EL PALMAR,MIEL
PEREZ RAUL ARIEL,"LA RINCONADA, LOS CISNEROS, LA UNION",MIEL + EXTRACCION
PEREZ RAUL ARIEL,"LA RINCONADA, LOS CISNEROS, LA UNION",FRACCIONAMIENTO DE MIEL
RODRIGO JAVIER SANDRIGO,ISLA MANOLO,MIEL
AGRO PROFESIONAL SA,SOL DE JULIO,CEREALES
AGRO PROFESIONAL SA,SOL DE JULIO,OLEAGINOSAS
AGRO PROFESIONAL SA,SOL DE JULIO,LEGUMINOSAS
COOPSOL COOP. DE TRABAJO LTDA.,COOPSOL LORETO - PRODUCTOR,MIEL
COOPSOL COOP. DE TRABAJO LTDA.,COOPSOL LORETO - PRODUCTOR,SUBPRODUCTOS DE LA COLMENA
GOMEZ BRAVO OSCAR A. Y COOPSOL LTDA.,APIARIO AB,MIEL
GOMEZ BRAVO OSCAR A. Y COOPSOL LTDA.,APIARIO AB,SUBPRODUCTOS DE LA COLMENA
JOSE ALBERTO ROTULO Y COOPSOL LTDA.,APIARIO AR,MIEL
JOSE ALBERTO ROTULO Y COOPSOL LTDA.,APIARIO AR,SUBPRODUCTOS DE LA COLMENA
JULIO ANSELMO TORRES Y COOPSOL LTDA,APIARIO CK,MIEL
JULIO ANSELMO TORRES Y COOPSOL LTDA,APIARIO CK,SUBPRODUCTOS DE LA COLMENA
PEREZ WALTER E. Y COOPSOL LTDA.,APIARIO AN,MIEL
PEREZ WALTER E. Y COOPSOL LTDA.,APIARIO AN,SUBPRODUCTOS DE LA COLMENA
TORRES CLAUDIO F. Y COOPSOL LTDA.,APIARIO BN,MIEL
TORRES CLAUDIO F. Y COOPSOL LTDA.,APIARIO BN,SUBPRODUCTOS DE LA COLMENA
AGRICOLA MARES S.A.,FINCA LOS JAZMINES,ARANDANO
AMANKAY S.R.L.,FINCA LAURELES,INCULTO
AMANKAY S.R.L.,FINCA LAURELES,ARANDANO
BERRIES DEL ACONQUIJA SA.,FINCA LOMA LINDA,ARANDANO
BERRIES DEL ACONQUIJA SA.,FINCA LOMA LINDA,FRUTILLA
CITROMAX SACI,LAS LANZAS,ARANDANO
CITROMAX SACI,LAS LANZAS,INCULTO
CITROMAX SACI,LAS LANZAS,FRAMBUESA
ECOBERRIES S.A.,FINCA CLAUDIA,ARANDANO
ECOBERRIES S.A.,FINCA CLAUDIA,MORA
EL MADERO S.R.L.,EL MADERO,ARANDANO
EL MADERO S.R.L.,EL MADERO,INCULTO
FINCAZUL S.A.,FINCA DON D,ARANDANO
FINCAZUL S.A.,FINCA DON D,INCULTO
FINCAZUL S.A.,FINCA DON D,MONTE
GARCIA DANIEL SEBASTIAN  ,ORGANICOS DEL SUR,CHIA (SALVIA HISPANICA L)
GARCIA DANIEL SEBASTIAN  ,ORGANICOS DEL SUR,POROTO NEGRO
GARCIA DANIEL SEBASTIAN  ,ORGANICOS DEL SUR,GARBANZO
GREEN PACK S.A.,FINCA GREEN PACK,ARANDANO
GREEN PACK S.A.,FINCA GREEN PACK,INCULTO
INVERSIONES MARAPA SRL,FINCA LOS BICHITOS,INCULTO
INVERSIONES MARAPA SRL,FINCA LOS BICHITOS,ARANDANO
KINGBERRY S.A.,FINCA COCHAMOLLES,ARANDANO
KINGBERRY S.A.,FINCA COCHAMOLLES,FRUTILLA
KINGBERRY S.A.,FINCA COCHAMOLLES,INCULTO
LA QUIMERA S.A.,"LA QUIMERA, COLONIA 6",CHIA (SALVIA HISPANICA L.)
LOS ALTOS S.A.,ROSA,LIMON
MULTIFRUT S.R.L.,FINCA ZAPULLA,CHIA (SALVIA HISPANICA L)
MULTIFRUT S.R.L.,FINCA ZAPULLA,FRUTILLA
MULTIFRUT S.R.L.,FINCA ZAPULLA,INCULTO
SIGSTAD JUAN,FINCA LOS PIZARROS Y FINCA SAN IGNACIO,PALTA
SIGSTAD JUAN,FINCA LOS PIZARROS Y FINCA SAN IGNACIO,LIMON
SIGSTAD JUAN,FINCA LOS PIZARROS Y FINCA SAN IGNACIO,NARANJA
SIGSTAD JUAN,FINCA LOS PIZARROS Y FINCA SAN IGNACIO,MANDARINA
SIGSTAD JUAN,FINCA LOS PIZARROS Y FINCA SAN IGNACIO,INCULTO
TIERRA DE BERRIES S.A.,TIERRA DE BERRIES,ARANDANO
TIERRA DE BERRIES S.A.,TIERRA DE BERRIES,INCULTO
ESTANCIA MARIA BEHETY S.A.,MARIA BEHETY,VACAS
ESTANCIA MARIA BEHETY S.A.,MARIA BEHETY,TOROS
ESTANCIA MARIA BEHETY S.A.,MARIA BEHETY,VAQUILLONAS
ESTANCIA MARIA BEHETY S.A.,MARIA BEHETY,TERNERAS
ESTANCIA MARIA BEHETY S.A.,MARIA BEHETY,NOVILLOS
ESTANCIAS SARA BRAUN S.A.,ESTANCIA SARA,VACAS
ESTANCIAS SARA BRAUN S.A.,ESTANCIA SARA,TERNEROS
ESTANCIAS SARA BRAUN S.A.,ESTANCIA SARA,TERNERAS
ESTANCIAS SARA BRAUN S.A.,ESTANCIA SARA,VAQUILLONAS
ESTANCIAS SARA BRAUN S.A.,ESTANCIA SARA,TOROS
LA JUCIELA S.A.,ESTANCIA SAN JULIO,VACAS
LA JUCIELA S.A.,ESTANCIA SAN JULIO,TOROS
LA JUCIELA S.A.,ESTANCIA SAN JULIO,TERNEROS
LA JUCIELA S.A.,ESTANCIA SAN JULIO,VAQUILLONAS
CAMINOS DE JUSTO SA.,CAMINOS DE JUSTO,NARANJA
CAMINOS DE JUSTO SA.,CAMINOS DE JUSTO,LIMON
CAMINOS DE JUSTO SA.,CAMINOS DE JUSTO,MANDARINA
CAMINOS DE JUSTO SA.,CAMINOS DE JUSTO,POMELO
EL MAITEN S.R.L.,EL ALFILERILLO / EL REMOLINO / DON PEDRO / BARUSO / EL MORRO,COLMENAS
EL MAITEN S.R.L.,EL ALFILERILLO / EL REMOLINO / DON PEDRO / BARUSO / EL MORRO,NUCLEOS
EL MAITEN S.R.L.,EL ALFILERILLO / EL REMOLINO / DON PEDRO / BARUSO / EL MORRO,ALZA MELARIA
EMPRESA COMERCIAL EXPORTADORA S.A.,LAS 3 F,UVAS
FRUTOS DE SANTA ROSA S.A.,FRAY LUIS BELTRAN,UVAS
GASPARETTI MAURICIO,EL AGUARIBAY,CIRUELA
GASPARETTI MAURICIO,EL AGUARIBAY,ACEITUNAS
GASPARETTI MAURICIO,EL AGUARIBAY,FORESTALES
GASPARETTI MAURICIO,EL AGUARIBAY,CAMPO NATURAL
GRUPO PEÑAFLOR SA ,FINCA ALTO VERDE,VID
MIRAVALLES S.A.,E-30686,VID
MIRAVALLES S.A.,E-30686,INCULTO
MIRAVALLES S.A.,E-30686,CAMPO NATURAL
MONTLAIZ S.R.L.,DON HUGO,UVAS PARA VINIFICAR
SANCHEZ PEDRO PASCUAL,FINCA LAS PAREDES,CIRUELA
SANCHEZ PEDRO PASCUAL,FINCA LAS PAREDES,INCULTO
SANCHEZ PEDRO PASCUAL,FINCA LAS PAREDES,CIRUELA DESECADA
VALENCIA MIGUEL,LA SERENA,UVAS
VILLA ATUEL S.A.,FINCA VILLA ATUEL,OLIVO
VIÑAS DE CUYO S.A.,FINCA AGRELO,VID
VIÑAS DE CUYO S.A.,FINCA AGRELO,OLIVOS
BAEZ ESTELA MARI,IVU,LIMON
BAEZ ESTELA MARI,IVU,MANDARINA
BAEZ ESTELA MARI,IVU,NARANJA
BAEZ ESTELA MARI,IVU,PONELO
BAEZ ESTELA MARI,IVU,ANANA
BAUMGRATZ ALOISIO,KA´A PORÀ,YERBA MATE
DE OLIVERA HECTOR ANDRES/ DA SEQUEIRA SULEMA MABEL,IFAI - LOTE 4,CAÑA DE AZUCAR
FERREYRA LIDIO RAMON/ELIZARDO GABRIEL,IFAI - LOTE 150,CAÑA DE AZUCAR
FISCHER ARMINDO,IFAI - LOTE 72,CAÑA DE AZUCAR
KREUNING JORGE,IFAI - LOTE 96,CAÑA DE AZUCAR
LAS TREINTA S.A.,DOROSZ,TE
MORAES LUCAS,IFAI - LOTE 71 Y SOBRANTE,CAÑA DE AZUCAR
NOREMBERG ROSSEMARIE HAIDEE,IFAI - LOTE 8 Y 9,CAÑA DE AZUCAR
RAMOS HILARIO LECER / HAMMERSMITH CLAUDIO /  HAMERSMITH CRISTINA MABEL / RAMOS NELCI MABEL,IFAI - LOTE 17,CAÑA DE AZUCAR
RODRIGUEZ MIGUEL CEFERINO,IFAI - LOTE 82 /103,CAÑA DE AZUCAR
DALLA VILLA ALBERTO RAUL,LA NUEVA,MANZANA
DALLA VILLA ALBERTO RAUL,LA NUEVA,PERA
DELLA GASPERA ALDO,CIPOLLETTI,MANZANA
LA DELICIOSA S.A.,BIOPATAGONIA,MANZANA
LA DELICIOSA S.A.,BIOPATAGONIA,PERA
LA DELICIOSA S.A.,EL CONDOR,MANZANA
LA DELICIOSA S.A.,EL CONDOR,PERA
R.O.S.T. FRUIT S.A.,CHACRA 2,PERA
BODEGA NOEMIA DE PATAGONIA SA,BODEGA NOEMIA DE PATAGONIA SA,VID
BODEGA NOEMIA DE PATAGONIA SA,CHACRA 357 LOTE 2B MAINQUE,VID
CERES S.A.,ECO-CAÑADON,PERA
COSTA DEL RIO S.A.,CAÑADON I,PERA
COSTA DEL RIO S.A.,CAÑADON I,MANZANA
ESTABLECIMIENTO SOLEDAD SA,CHACRA Nº 385,PERA
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA ABEL,PERAS
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA ABEL,MANZANAS
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA MITRE,PERAS
FRESCURAS ORGANICAS PATAGONICAS S.A.,CHACRA MITRE,MANZANAS
GARCIA MARIA NELIDA,EL PUENTE,PERA
GARCIA MARIA NELIDA,EL PUENTE,MANZANA
JOSE BARRESI S.A.,CHACRA 154,PERA
JOSE BARRESI S.A.,CHACRA 198 LOTE 5,PERA
LAINO HERMANOS S.A.,CHACRA 197,MANZANA
LAINO HERMANOS S.A.,CHACRA 197,PERA
"MARTIN, OSCAR ALFREDO",GRANDE,MANZANA
"MARTIN, OSCAR ALFREDO",GRANDE,PERA
"MROZEK, MARIANA PERLA",CHACRA ISLA 48,MANZANA
"MROZEK, MARIANA PERLA",CHACRA ISLA 48,PERA
NATURAL S.R.L,LA TACUARA,MANZANA
NATURAL S.R.L,LA TACUARA,PERA
ORGANICOS LA MARGARITA S.R.L.,LA MARGARITA,MANZANAS
ORGANICOS LA MARGARITA S.R.L.,LA MARGARITA,PERAS
OTTONE EDUARDO,CHACRA N° 255,MANZANA
OTTONE EDUARDO,CHACRA N° 255,PERA
OTTONE EDUARDO,CHACRA N° 255,DURAZNO
PAISSANIDIS S.A.C.I.A.,155,PERAS
QUANTUM S.R.L.,CHACRA A-365,NUECES
QUANTUM S.R.L.,CHACRA A-365,NUEZ SECA PELADA
QUANTUM S.R.L.,CHACRA A-365,NUEZ SECA CON CASCARA
"RISKIN, HECTOR SERGIO",SERGIO RISKIN,MANZANA
"RISKIN, HECTOR SERGIO",SERGIO RISKIN,PERA
BODEN ALFREDO EDUARDO ,SAN AGUSTIN,CHIA (SALVIA HISPANICA L)
BODEN ALFREDO EDUARDO ,SAN AGUSTIN,MAIZ PISINGALLO
BODEN ALFREDO EDUARDO ,SAN AGUSTIN,CAMPO NATURAL
"COOPERATIVA DE PROVISION DE SERVICIOS PARA PRODUCTORES RURALES ""LA ESCONDIDA LTDA"".",FINCA CARRATALA,DESCANSO
"COOPERATIVA DE PROVISION DE SERVICIOS PARA PRODUCTORES RURALES ""LA ESCONDIDA LTDA"".",FINCA LA ESCONDIDA,DESCANSO
IMPORTADORA DEL CARMEN S.A.,FINCA BELLA VISTA,CHIA (SALVIA HISPANICA L.)
VIÑEDOS PUCARA S.R.L.,EL RECUERDO,UVAS
VIÑEDOS PUCARA S.R.L.,EL RECUERDO,QUINOA
AGRICOLA ORGANICA SRL,AGRICOLA ORGANICA EX/FORESTAL ANDINA DE DIEGO IGLESIAS,ESPARRAGO
AGRICOLA ORGANICA SRL,AGRICOLA ORGANICA EX/FORESTAL ANDINA DE DIEGO IGLESIAS,ZAPALLO ANCO
AGRICOLA ORGANICA SRL,AGRICOLA ORGANICA EX/FORESTAL ANDINA DE DIEGO IGLESIAS,ALAMO
"CRESCENTINO, HECTOR HUGO",ECOHUMUS,VID
EAD AGRICOLA SA (EX CARNES ANDINAS SA),EAD AGRICOLA SA,OLIVOS
PEÑAVID SA,FINCA LAS MORAS,VID
EL ROBLE EMPRENDIMIENTOS S.A.,EL ROBLE,GIRASOL
EL ROBLE EMPRENDIMIENTOS S.A.,EL ROBLE,SOJA
EL ROBLE EMPRENDIMIENTOS S.A.,EL ROBLE,TRIGO
EL ROBLE EMPRENDIMIENTOS S.A.,EL ROBLE,MAIZ PISINGALLO
FRANCUCCI DANIEL,DIETETICA ALBERDI,MIEL
FRANCUCCI DANIEL,DIETETICA ALBERDI,SUBPRODUCTOS DE LA COLMENA
LA NUEVA FLORIDA S.A.,SAN CARLOS,PASTOS NATURALES
V. Y V. S.A.,LAS BRISAS,HORTALIZAS DE HOJA
V. Y V. S.A.,LAS BRISAS,RAIZ
V. Y V. S.A.,LAS BRISAS,FRUTO
V. Y V. S.A.,LAS BRISAS,CONGELADO DE FRUTILLAS
NURISTAN S.A.,NURISTAN,ARANDANO
NURISTAN S.A.,NURISTAN,INCULTO
